Attraction,Noel,Harsh,Vikranth,Muthuraj,Armaan
Gir National Park,4.046221185660892,4.8,2.562304370315438,4.8,4.262979939261912
Rann of Kutch,2.5839766401096838,4.1684033678245145,1.9988777479992574,4.7,4.7
Somnath Temple,3.870174408060023,4.8,4.8,4.433579804830879,3.2316360895241254
Dwarkadhish Temple,4.7,3.966098006717247,2.4052715496516064,3.4520369311734607,1.9293089746647463
Sabarmati Ashram,3.0602615188536384,4.118528826966067,1.0445764550161782,4.9,3.781100664261248
Laxmi Vilas Palace,1.8027918129065512,2.696359841540906,0.9912437271319929,3.210347694312074,1.378298486246039
Sardar Patel Stadium,4.7,5.094683654772517,4.7,4.840835866503921,4.7
Kankaria Lake,2.0617900048802915,3.4206412733807725,1.7478563679789603,4.216525645841749,4.6
"Akshardham Temple, Gandhinagar",3.871366572328763,4.57908611959946,4.8,4.409263532704232,4.8
"Sun Temple, Modhera",3.867115612507307,4.7,2.770159531205721,4.6666835095334,4.7
Rani ki Vav,3.0660669776993235,4.0811047571974965,0.6264438397647091,4.9,4.9
Vijay Vilas Palace,2.51817466509575,4.8,4.8,4.155151525580514,3.1670864234727825
Saputara,3.5879706063354604,4.7,3.2899723886272647,4.436307679634375,3.4886112271087972
Shatrunjaya Hill Temples,4.8,5.13954662616358,4.8,4.8,4.308774931817751
Mandvi Beach,4.7,3.8641466841252186,1.0247503070002506,4.369458551728754,4.7
Palitana,3.8869207124328007,5.095239612672156,4.8,4.8,4.8
Velavadar Blackbuck National Park,4.7,4.612011484318907,2.453778265403613,4.7,4.3917277893077875
Marine National Park,2.8091749774895427,4.146737480942793,1.6326641047527741,4.8,4.8
Sidi Saiyyed Mosque,4.6,4.781842429852558,2.915111346886613,4.6,4.6
Bhuj,1.8007674800180649,2.6985830096475056,1.001092998994063,3.2117354109181915,1.3836438000224027
Nal Sarovar Bird Sanctuary,1.8132752512084158,2.696299587239832,0.9814084855921271,3.2084400736430725,1.362413108152359
Baroda Museum and Picture Gallery,1.8048176395172684,2.704130605876014,1.0038471482376812,3.216126397387688,1.3889156842223858
Gandhi Smriti,1.8051767253530286,2.7041537390783277,1.0045349433746724,3.216451706504019,1.3925668788561756
Hutheesing Jain Temple,3.2002411720349118,4.8,4.8,4.095045306546702,2.923221356896808
Champaner-Pavagadh Archaeological Park,4.7,4.888923392032067,3.1128718213243056,4.7,3.7294033651810645
Lothal,1.8039941154960595,2.698251382406417,0.9974070714126263,3.210723310335555,1.3769923542718865
Gopnath Beach,3.1270150821250127,4.495375759777797,2.900878648741503,4.5510781686050095,4.7
Sarkhej Roza,3.1426330652334338,4.248722808740055,4.6,3.573722983913511,2.5662046578292586
"Kirti Mandir, Porbandar",1.80977813308373,2.7018201441453487,1.0025188806300158,3.2126868882082524,1.375736245492428
Amber Fort,1.800271801292168,2.6994267039751163,0.9989103753217655,3.2105184182024233,1.3720910428679842
"City Palace, Jaipur",2.7236150508617243,3.9879344581945175,1.030910183277937,4.7,4.7
Hawa Mahal,1.5975091372206305,2.964105876529589,4.6,2.462213050844255,-0.06627216231612665
"Jantar Mantar, Jaipur",1.797902629385204,2.6993639569264047,0.9988678242830628,3.2149801895744035,1.3859775456411694
Mehrangarh Fort,1.1422192649150367,4.7,4.7,4.311424012430587,2.8848081703629065
Lake Pichola,3.850121675800339,4.8,2.9927893320066237,4.571036280320659,3.95653996177653
"City Palace, Udaipur",4.6,3.250014783719239,1.04680463104874,3.356686635484224,1.5539444901193196
Jaisalmer Fort,3.872429734283814,4.8,3.4247851115371577,4.458813238226531,3.8243861147914906
Ranthambore National Park,2.8791280288769894,5.220758814151728,4.9,4.9,4.52245338013091
Pushkar Lake,4.6,3.6911329725471695,1.43436954471853,3.7848038864401268,3.001677879284461
Chittorgarh Fort,4.7,4.7,4.7,4.7,3.9103787345051284
Kumbhalgarh Fort,4.8,4.996524843485421,3.9544706120877073,4.476310377639048,4.8
Mount Abu,0.691493748886556,3.283427946959715,4.7,2.867087985286316,-0.3111297618650042
Ajmer Sharif Dargah,2.951158576780473,4.426651897269826,4.6,3.8335872449627537,3.1409929681928856
Umaid Bhawan Palace,1.7990381330155945,2.695609982040883,1.0031517155675251,3.2056862384094957,1.3697789483674419
Saheliyon Ki Bari,2.3899056441371966,3.778104313198992,1.3324367403335031,4.6,3.39750114864853
Jal Mahal,1.8021852515069086,2.692010536372992,0.9910985185883094,3.2032177801789117,1.3670295292012093
Nahargarh Fort,1.8067457067327035,2.701318876326066,0.9874506904362746,3.217725081840143,1.3861202350287174
Bikaner Fort,4.8,5.004997937919122,4.8,4.099207224232692,3.508795073273534
Mandawa,4.6,4.869833547697062,4.6,4.097145644342567,4.6
Sariska Tiger Reserve,0.29617593661113584,3.041151326776994,4.7,2.695403322470695,0.9858414821341382
Keoladeo National Park,3.3267999830512958,4.8,3.080966899943738,4.8,3.9790649491551893
Bagore Ki Haveli,2.8082409268114055,3.847875450708557,0.5625033535877025,4.7,3.3691808201119313
Sheesh Mahal,2.779255396771688,3.933503352098983,1.7127533297120272,4.57782649768135,4.6
Sikar,2.430797848200595,3.98893005717568,1.8280778782580405,4.797468363900049,4.7
Alwar Fort,4.8,4.801819888384628,1.7617742989327057,4.8,4.8
Junagarh Fort,4.7,3.9419210985509583,2.8365785915360324,3.5146169533715743,2.214904640537718
Panna Meena Ka Kund,1.4534591319395769,3.186218978921341,4.8,3.3324744269250006,3.7048290358236846
Jaigarh Fort,3.2963289865689975,3.640904671412709,0.3511150603197939,4.624098609277307,4.7
Neemrana Fort,1.7970446976123422,2.6935977997269456,0.9906020047725709,3.2089845107475843,1.3747592427553794
Victoria Memorial,3.212575745864739,4.111014248212643,2.195832173714864,4.471359040716212,4.8
Howrah Bridge,1.0665577283863068,3.5062341489574886,4.7,2.8977566818133766,1.0426450639979041
Sundarbans,1.8180556807648918,2.7070337723588156,0.9965165128172184,3.2181306552981326,1.3900010315649582
Dakshineswar Kali Temple,3.4164000928165468,3.7953328263453208,0.05574773828904467,4.7,4.7
Kalighat Kali Temple,2.857224187507245,4.255677611326843,4.6,3.664580358415542,2.7690848938669097
Darjeeling Himalayan Railway,1.804596709180232,2.6960397326435483,0.9904683935187726,3.210740438333665,1.3769043244766397
Indian Museum,3.806314261194105,4.7,3.1729203394229013,4.465979664205433,3.72922701442726
Marble Palace,3.674547297060688,4.444820043781691,2.36910479018914,4.723121769472715,4.8
Eden Gardens,4.7,3.340328319650196,0.42666971315689983,4.070670761433505,3.0010349715966935
Belur Math,4.6,4.161916405114576,2.341682626984428,4.050569726285518,3.2506618000403367
Birla Planetarium,1.775698101946485,2.68392410367026,0.9675918517210356,3.2052404766243003,1.365526758770344
St. Paul's Cathedral,2.6083820296932227,3.685542816061683,4.7,3.116532330547224,1.6442671054417342
Science City,3.1380342899250047,4.572250714767288,2.5293340736602246,4.95072695738466,4.8
Jorasanko Thakur Bari,1.8069977436433613,2.698802398698353,0.9938609504498923,3.211357059294525,1.3814189538135289
Rabindra Sarobar,1.6473627870867935,4.8,4.8,4.8,3.804111433697324
Alipore Zoo,3.3956338565551825,4.7,2.718430165089478,4.958684091171888,4.7
Netaji Bhawan,4.954059755731994,5.174956855855427,4.8,4.679614711727338,4.8
Fort William,2.9385217679382043,4.849811353984794,4.7,4.7,4.7
Tipu Sultan Mosque,4.8,4.657597032235334,2.10003798776559,4.8,4.289799051131562
Nicco Park,2.146476021127847,4.7,4.7,4.7,4.044874129955718
Shantiniketan,1.686558155451388,4.055425997922141,2.1907317094454823,4.8,4.8
Digha Beach,3.0459360330440726,4.565002668760524,2.7139002705564272,4.76029683072307,4.7
Bishnupur,2.9385983190159317,3.9991496931805193,4.8,3.244262151569282,2.519584830113541
Murshidabad,2.282517293237074,3.763090735952519,1.069256431483422,4.7,3.4351983630773244
Cooch Behar Palace,3.999649788046306,4.8,2.2332089120744794,4.8,4.8
Sundarbans National Park,4.531140177069785,5.21721099478054,4.7,4.480657250088506,4.7
Kolkata Tram,1.8148671214785745,2.7070727609143344,1.000945966507375,3.2185392051656763,1.3920372393451343
Ganga Sagar,1.7892755369847864,3.689159859254845,1.3799247729943,4.7,3.7261336016625215
Raj Bhavan,4.8,3.852841153637988,1.2103876338235848,4.450629298551302,4.8
Jaldapara National Park,3.5883898427557526,4.7,4.1356734496431375,4.1369790998051865,3.389017879499777
Calangute Beach,1.8009502917943516,2.6966506768969025,0.9940063373892105,3.210231940587857,1.3756117089054947
Baga Beach,1.4524988643281875,2.647395061593282,4.7,2.2859484802260495,0.10014206882885879
Anjuna Beach,2.522972066267008,3.5537876166404136,4.6,2.981875620882053,1.329873570520337
Colva Beach,4.7,4.516108385114003,2.8840589855733567,3.9561390033529964,2.718225177104752
Palolem Beach,0.364948642071415,2.949454686757797,4.8,2.529731744661292,0.2527361339813181
Basilica of Bom Jesus,4.9,4.199068798636753,2.363786562261343,4.011547812174177,3.2384221883707482
Se Cathedral,1.8074657757447237,2.703316940543618,0.9992894892652788,3.21460219069668,1.3828924641453437
Fort Aguada,4.7,4.7,2.5013900165954763,4.1428346101130265,3.9839555642716773
Dudhsagar Falls,3.8751009531943246,3.680343866058084,1.0163812990091066,4.351657121766709,4.8
Chapora Fort,3.7860978112716794,4.7,2.898220042584656,4.544953945273993,3.7898526501581333
Vagator Beach,4.8,4.8,3.0550546068937052,4.8,4.8
Miramar Beach,3.293607638530484,4.7,4.7,4.029412339666102,3.2140675567822106
Morjim Beach,4.6,4.171110070834788,1.9870171268430736,4.349489710975101,3.9654025378929507
Candolim Beach,1.8059933863639601,2.7000537008981595,1.0011410507744185,3.2140847559703505,1.3886587153324825
Arambol Beach,4.7,4.1318261763539486,2.6141088150003635,3.9624080469453173,3.1856112122564024
Shri Manguesh Temple,4.102196090638521,4.388563751946422,1.183413945845516,4.8,4.8
Tambdi Surla,3.7799388333912427,4.7,3.240427578453042,4.449173213215371,3.6800334930030445
Butterfly Beach,2.3861469096244887,3.594460203329507,4.8,2.6916600333663983,2.030601555562318
Goa State Museum,2.533465065464793,3.378698382779224,4.7,2.766514555125042,1.3992838903676952
Reis Magos Fort,4.6,3.4480887345975653,0.6964713321317054,3.6187688329863863,2.8265204318374555
Dona Paula,3.4856882748790787,4.29399103780942,1.875843553041649,4.8,4.8
Benaulim Beach,4.7,4.7,3.2777489180684882,4.1440951728897994,3.8424485800022863
Sinquerim Beach,3.71103259505321,3.798878854283088,0.23281473439646505,4.6,4.6
Salim Ali Bird Sanctuary,4.8,5.010914401390696,3.1924220647272916,4.953791459967063,4.8
Shantadurga Temple,3.983401387354244,4.7,2.6337784844664864,4.782113655926917,3.7719401926422753
Cabo de Rama Fort,4.6,3.681728203253778,3.148220347454004,3.2813805591649863,2.0277611149368315
St. Cajetan Church,4.8,4.8608039510794026,3.1824938144572754,4.8,3.1247541900269233
Fontainhas,4.0089660756385594,4.636456911930491,1.9714278478708795,4.90529857794991,4.7
Betalbatim Beach,3.3089993466964582,4.6,2.9269074767438017,5.034351796688512,4.6
Divar Island,2.8793378382365016,4.8,4.8,5.358622853062119,4.8
Kaziranga National Park,3.9253771657588863,4.8,2.7009276487619465,4.517566917570819,4.8
Kamakhya Temple,4.7,4.124816575349944,4.7,3.282441838933851,1.6745371859563072
Majuli Island,2.549742857648128,3.788847265458008,1.0782395785803285,4.6,3.461230018331424
Manas National Park,1.7930699229510307,2.695760062391858,1.0133518599976301,3.206812296532555,1.3799136173629285
Sivasagar,4.8,4.8,4.8,3.6252550409933137,3.7107993130610923
Pobitora Wildlife Sanctuary,2.1821986150415618,3.7608664614300604,2.0197555404527314,4.546503140869399,4.7
Hajo,1.8003415242875203,2.699183848050424,0.9983860550873148,3.212299103151602,1.3781413383588195
Orang National Park,2.4431153401387813,3.898416281450948,1.079109305884574,4.8,3.8971702020303347
Dibru-Saikhowa National Park,3.9402998212474287,4.7,3.543710713737778,4.421973407968009,4.7
Tocklai Tea Research Centre,4.6,4.6,3.2727151271464705,4.3825721109683276,3.451812142171728
Diphu,3.1737838641850358,5.019445578175455,4.8,4.8,4.8
Bhalukpong,1.803799038518246,2.6965514091954628,0.9907653839465541,3.211902331399044,1.3818174678716277
Panimoor Falls,2.187999552039422,3.9417968774438226,4.6,3.3902203454158975,1.8796851444956943
Tezpur,2.0752555181552497,4.542009511866439,4.8,4.8,4.8
Sualkuchi,3.683879695508896,4.624039407554274,2.8953943350869276,4.485037601615117,4.7
Nameri National Park,4.0234475454365946,4.8,2.7041761938857514,4.8,4.310760939882884
Umananda Temple,2.3683578708796764,3.742950321621426,4.7,3.2424793854722913,1.5498608498455404
Jorhat,4.8,4.052963060408388,2.354921070708057,3.9448732977851773,3.5612208407925614
Silchar,3.48830748056313,4.393625971195258,4.7,3.75355179426304,2.9174006782322808
Dispur,3.0212669744440155,4.9421257907305165,4.6,4.6,4.022340777873649
Dibrugarh,1.5887231462478688,4.818666161151253,4.8,4.8,4.245109624776723
Digboi,1.8056710094452753,2.7067168802291546,1.0019319624637797,3.2169508645615426,1.3854672354200228
Barpeta,1.80626391815347,2.703018318673645,0.992908735236767,3.2173122317816403,1.3860251483053019
Haflong,2.536463705522948,3.9183118954662763,1.1234382949456225,4.8,3.980692302257041
Chandubi Lake,4.7,4.307644813075125,1.499911329083468,4.7,3.917457125696947
Karimganj,2.8360364913307956,3.6337390666309783,1.5509764018203889,4.285880239405683,4.6
Goalpara,3.034685735249538,4.8,4.8,4.383886946104132,3.1030926801844103
Morigaon,3.0346067651027244,4.275849011350712,1.9724454141115375,4.7,4.7
North Cachar Hills,3.6114356367554548,4.6,3.3036067757918093,4.512237286826826,4.6
Hailakandi,4.1063835495770205,4.8,4.8,4.248498948077703,4.8
Phawngpui National Park,4.8,4.8,3.2246266014502987,4.33585370911829,3.2157684243124267
Vantawng Falls,2.304568513154201,4.7,4.7,4.7,4.204593666714837
Serchhip,1.8068393518793389,2.7038460645531273,1.000616831549706,3.2162771122192724,1.3834086457494152
Aizawl,4.7,4.542505825012622,4.7,3.479861811866584,2.0893392987835497
Champhai,1.7951317018181105,2.690304450625741,0.9937886297653854,3.2041567766295724,1.3651151933782537
Reiek,0.4723359889205905,3.2753249065651366,4.7,2.8810154327140456,0.9004670261497888
Mamit,4.6,4.670434595109455,4.6,4.131865846745899,4.6
Lunglei,4.183062678265782,5.178946288493936,4.8,4.638806513036233,4.8
Hmuifang,4.7,4.7,3.138817438905556,4.451602247315095,4.631165903124435
Tamdil Lake,2.794399083132533,3.7116105201735596,1.4260469233628639,4.528462647362397,4.6
Baktawng Village,2.4460312965178495,3.78725596667977,1.8179324494606774,4.55584412409024,4.8
Dampa Tiger Reserve,4.7,4.969010951603195,3.2368326831234104,4.599861527026207,4.7
Thenzawl Deer Park,3.6322431319448896,4.6,2.2676210799647154,4.939177708200094,4.6
Falkawn Village,2.564441282413346,3.867056362187723,0.5246935044230316,4.8,3.8369394443442504
Hnahlan,3.7059624451973763,4.7,2.5734436487308647,4.7,3.869195472905524
Zokhawthar,4.6,4.6,3.0803595615890638,4.050150508154916,3.499613575721794
Bungtlang,1.4239102894795153,4.8,4.8,4.967027521365229,4.8
Saiha,4.7,4.6169152464932335,2.975124912871206,4.583307010637896,3.998237132125281
Khawnglung Wildlife Sanctuary,2.95276000583732,3.942802229343071,1.3568041284414976,4.509901440958277,4.6
Murlen National Park,3.375101817723672,4.414360799026034,1.5471391866214823,4.8,4.8
Palak Dil,3.1991715696244043,4.7,4.7,3.920512071201782,2.8856021512215797
Tlangnuam,4.6,4.6,4.6,4.1135173317647435,3.373278606911315
Durtlang Hills,4.8,5.403588008284386,4.458769944328631,4.8,4.0998425407874475
Sibuta Lung,1.8015875112971829,2.6988327495339823,1.0018129637661382,3.2108572253161354,1.386405034622635
Biate,3.4001209256658402,4.3640275450955635,2.889394022597944,4.432603380748752,4.6
Khawbung,1.8109545074920472,2.699010231970653,0.9952048654630729,3.2078987682806575,1.3694386776022136
Sialsuk,3.642184091836035,4.470522771269297,1.525295024815589,4.7,4.7
Thenzawl,3.61975743370704,4.6,3.658054705180053,4.219518069246614,3.4545336349653226
Saitual,4.8,4.514415029429296,4.8,3.891403345094448,3.530307165427149
Zorinpui,4.7,4.163168238971361,2.5670599485748196,3.905837754048525,3.3852383580248917
Khajuraho Temples,4.9,3.717469196319398,1.3091036438343855,3.5803339976630655,2.6862506878121204
Bandhavgarh National Park,4.8,3.7302256863990317,1.6952301401072556,3.5321956277276305,2.565821225293324
Kanha National Park,4.7,4.66026507919453,4.080155503265274,4.1010056224060865,3.240238650611481
Sanchi Stupa,1.7990208186870968,2.7043756759155313,1.0042527397346686,3.2167122520044176,1.3775216330712967
Bhedaghat,1.8478349931227764,3.5563707939321096,4.7,3.1454980465552906,2.0498851230866606
Bhimbetka Rock Shelters,4.9,4.9,2.9945965062367907,4.682281832935305,4.9
Gwalior Fort,4.8,4.5678660578259525,2.193230642851404,4.8,4.461410883674914
Orchha,2.441810916197644,4.294958978803775,4.7,3.586333732468395,2.990606114369519
Pachmarhi,3.698269656075208,4.6,2.8147213127801947,4.493328085230544,3.6470207382680044
Ujjain,2.214412958058948,3.8140399076631755,1.0386828765944045,4.8,3.8323874517879872
Omkareshwar,3.6127513078475832,4.7,3.0212887186791124,4.675053770357656,4.7
Mandu,4.8,5.412497505759848,4.8,4.8,4.8
Jabalpur,1.8227548436092371,2.70048689103779,0.995511514757808,3.211180136797959,1.3776085069165394
Maheshwar,1.8104293510820706,2.698625784122421,1.0053124373242366,3.205691699176606,1.3722755918269642
Panna National Park,2.413214041064796,3.9266865711535273,1.1415724889510732,4.932198907845924,4.8
Satpura National Park,3.9765040359082775,4.7,4.7,5.025496387174105,4.7
Chitrakoot,4.8,4.400628530573939,1.3289101359722566,4.8,3.052932007888402
Pench National Park,1.7875145792314022,2.684971177996392,0.9809248836663149,3.202543975703568,1.362527682529299
Jai Vilas Palace,2.808305802447764,4.018779675881691,1.3520910968326325,4.8,3.473649852806054
Shivpuri,1.7940595659117848,2.6960729502627805,0.9981270066062307,3.2084601606300103,1.3683174055726741
Bhojpur,4.195684911208638,4.779672601792681,4.7,4.43483514774014,4.7
Chanderi,1.7782903269049182,2.686966514693374,0.9971082654819704,3.1996324202626867,1.3519676963233247
Indore,1.8038483036420234,2.700760475341583,1.004539748631358,3.2109498093351747,1.379906348764332
Bhopal,1.806822259297518,2.702226550850206,1.0035979822442074,3.2125154131448546,1.3766279102836751
Rewa,4.8,5.137043382110274,4.8,4.609146302276536,4.8
Hanuwantiya,3.6791574643634393,4.7,3.30698438804784,4.383399677663261,3.656496162629515
Madhav National Park,1.7993748565083862,2.698523687750694,0.9982437407313585,3.212643185792975,1.3850788227274564
Raisen Fort,1.7902747883706402,2.692774667953653,0.9870041590073403,3.2094858086219062,1.3755622259642515
Tawa Reservoir,4.7,4.137447172073134,3.0682892307388436,4.7,4.657947290151644
Ralamandal Wildlife Sanctuary,1.8028318942333434,2.7010418707387163,1.0012801134608766,3.2122493938651853,1.3758332192662537
Betla National Park,0.7978733533186386,3.3813401410072856,4.8,2.834659216771412,0.41777715120116987
Dassam Falls,4.7,4.7,2.302562035507068,4.7,3.9211527850897117
Hazaribagh Wildlife Sanctuary,3.701724382213974,4.6,2.800654370217398,4.6,3.748394790576336
Jonha Falls,4.7,4.286701567693381,1.385216825528768,4.7,4.486286083732977
Netarhat,1.805852965811131,2.696174612336737,0.9879026896795329,3.212747972122244,1.3830097479948564
Ranchi Hill,2.413006657712289,4.200270185325701,2.0460800368738368,4.606505531608542,4.7
Hundru Falls,1.803539376528857,2.6960155091210094,0.9925013034703267,3.210403862783946,1.3791573409747853
Maithon Dam,4.8,4.23767486419054,2.439368164632089,4.078286342532608,3.3396588908672573
Deoghar,4.7,3.4738721632011162,-0.0579244624032863,4.037741989266295,4.245647749446122
Jubilee Park,3.608730237124246,4.496605718501565,2.979141034340191,4.422465406121026,4.6
"Jagannath Temple, Ranchi",1.8012473472469213,2.7029028581350536,0.9956905131495695,3.2184929022326902,1.384701286079587
Pahari Mandir,3.776111776435803,4.7,4.7,4.136170599841149,3.5414199447741668
Baidyanath Temple,1.7976768063907045,2.702750503171704,1.0046419224020524,3.214027296822971,1.3731347354386352
Parasnath,3.9879332865165367,4.8,3.065714456267497,4.592551138249411,3.955974785136024
Dimna Lake,3.0876636830275164,4.097604143117707,1.6576682475447386,4.7,3.6053489691437193
Patratu Valley,3.14138117969881,4.6,4.6,4.256981659071609,4.6
Topchanchi Lake,1.8085046505272204,2.699581762257818,0.9899219137689058,3.2139018824822188,1.3783643783983888
Bhuvaneshwari Temple,3.740094960360631,4.7,3.245736592635487,4.630304452427854,3.32146077790524
Naulakha Mandir,1.802733309549889,2.6994972669172608,1.0052412407953097,3.2095936410266033,1.3763077207167267
Chandil Dam,4.8,4.8,3.3949735565048953,4.459183067811819,3.387210286296205
Birsa Zoological Park,2.7543423478218547,3.8743609495578806,0.7422107671373762,4.7,3.5281298626891484
Madhuban,4.6,4.6,4.6,3.7453464423920093,2.6770382965158244
Sun Temple,4.8,5.179306819020784,4.8,4.8,4.824392442073847
Lodh Falls,4.7,4.1605361884806635,2.2595986373670476,4.040066771341197,3.253762079255877
Rajrappa,3.182859050046922,4.015611393766967,2.3601478454975653,4.204062018097152,4.6
Chandrapura Dam,3.760965916670113,4.8,3.7268571662791605,4.341953144666096,3.6875247674135663
Usri Falls,1.7896709251584095,2.6900765346148963,0.9869231791071538,3.2050488877228407,1.3657882295586365
Jamshedpur,1.803336482483104,2.6951348610288677,0.9964334795171057,3.2068724715317383,1.3732854242932198
Panchet Dam,3.2149744577580455,4.360165391783973,2.565161045462326,4.627417454517768,4.8
Maluti Temples,1.7985030480576463,2.690791241008976,0.9947737849113772,3.2032159012434898,1.3707458980639242
Jagannath Temple,3.732596259602644,4.738832022378697,2.25611465380545,4.9,4.9
Konark Sun Temple,1.79531024445639,2.69304499444747,0.9944829070733127,3.204850101014101,1.367185345985342
Puri Beach,1.8074347381491644,2.6999349642295805,0.9901600805951429,3.211953469745646,1.375605917185604
Chilika Lake,4.8,4.96879439593563,4.8,4.145286940342179,4.102884811517001
Nandankanan Zoological Park,4.7,3.5182197825442727,1.4421953647754442,3.483570305394583,2.4471539261948188
Lingaraja Temple,3.459962249297734,4.27018688607199,4.9,3.624761558362551,2.9658657628300147
Udayagiri and Khandagiri Caves,1.8034825898535976,2.698868782115284,0.9888698928507825,3.2125032181172344,1.3732260767381916
Simlipal National Park,4.7,4.855133639786114,4.7,4.7,4.7
Dhauli Hill,1.7978650728617573,2.6915516258123757,0.9876098852985058,3.208163449496498,1.3693321473203697
Raghurajpur Artist Village,4.8,3.5783275143689686,1.7805048439257534,3.648562611243783,3.040407040912434
Bhitarkanika National Park,3.829698417150847,4.7,2.9010268624119533,4.7,4.020178154124584
Hirakud Dam,3.8078005283640994,4.646942792897304,2.563969706673283,4.745792241325924,4.8
Chandipur Beach,3.480785495025108,3.9326919288049877,0.9296852295900973,4.661427862135619,4.7
Barabati Fort,3.8985113787417385,4.912469704514504,4.6,4.685013070674749,4.6
Satkosia Tiger Reserve,3.369112444255249,4.21960833148751,1.978490736925934,4.652677274969875,4.8
Brahmapur,3.7120249738866216,4.7,2.9293387822398658,4.7,4.0233693283479735
Khandadhar Waterfall,4.208264356930842,5.232077974124321,4.8,4.980550629302609,4.8
Paradip Port,3.4403586576335554,4.7,2.5264226170847865,4.7,3.962144983862122
Mukteshwar Temple,3.94272181570007,4.8,4.8,4.235730121290398,4.491158917823248
Chandaka Elephant Sanctuary,2.7295240953410107,4.106054016376736,2.4654112489322193,4.540722885936744,4.6
Tikarpada Wildlife Sanctuary,4.7,4.847377630221527,4.7,3.9275215546343043,3.6969008976768665
Biraja Temple,2.1649839761763965,3.306097717519439,-0.17759511421899188,4.8,4.8
Gopalpur Beach,1.8057427611250478,2.69966507924457,1.0028658093190972,3.210898626546045,1.3789829265850955
Maa Tarini Temple,4.6,4.775445578709963,2.2565609917383287,4.6,3.348614570357411
Harishankar Temple,1.808420951853038,2.701816192028739,0.9993009025746135,3.2128625413443266,1.3836490280427443
Lalitgiri,1.8074530270330378,2.7032736611016954,0.9962209562424026,3.21652190739086,1.3862433213661427
Kapilash Temple,4.6,4.1899283633692175,2.420785380030147,4.49998637238754,4.724621311156386
Taptapani,3.231569072423821,4.008872235036075,1.8000291625626244,4.5132090484639775,4.8
Cuttack Chandi Temple,1.8059082965587865,2.701468768225276,0.9989069646272165,3.2141084339111523,1.3804499688271776
Daringbadi,3.90551065483259,4.465107783185334,2.0953653485483494,4.708870755956471,4.6
Nainital,2.2522942777416586,3.971994470936366,4.9,3.446581534921592,1.9447841355372888
Mussoorie,2.5858410426237413,3.9094562483550677,0.9805800865546468,4.8,3.626568181099138
Haridwar,1.8136754424075887,2.7022760759145634,1.0000510109155205,3.2127763272679424,1.3824318616299653
Rishikesh,1.8022112345997134,2.698919445519508,0.9963434278821489,3.2116948012000455,1.3780094031958736
Jim Corbett National Park,4.7,4.7,4.7,3.4617561330226274,3.6057411622298536
Badrinath Temple,2.8690101477779155,4.086271250223348,1.2998686673741537,4.9,3.629054387041583
Kedarnath Temple,4.047280857951776,4.7065562256774145,1.951244812617562,4.834546399613375,4.8
Valley of Flowers,2.9661733180107426,4.073289777645602,1.7250298624614588,4.7,3.56328789040814
Auli,3.5068943751085593,4.6,3.6458786114140542,4.170636189353488,3.3768685139267918
Dehradun,3.974292824587462,4.8,2.6439948450508086,4.8,4.8
Chopta,1.8028243216179574,2.699321809337365,1.0084847915576276,3.211346742674845,1.3746183543412338
Almora,1.8047624704434007,2.7043025341365636,0.9970205696452482,3.2186647826898955,1.3854781164872643
Ranikhet,1.8025019380184948,2.696577013935073,0.9975200105334108,3.209349498827803,1.3750720776689416
Bageshwar,3.1128442519238737,4.6,3.1030569972023385,4.805040414494326,4.6
Mukteshwar,3.6442680371106158,5.191351902429497,4.8,4.8,4.340963920876198
Lansdowne,1.8105062130392624,2.6994051238709638,0.999704701118883,3.210879468743136,1.3858593800686414
Dhanaulti,4.8,4.8,3.035201702133393,4.395349919252095,4.073244607509241
Kausani,3.0150404848871846,4.097629838384689,1.7736438501548066,4.7,3.601939866330283
Gangotri,1.7986580318864738,2.694407573678522,0.9921445565609088,3.21191924723836,1.3745320802168228
Yamunotri,1.8148251814694598,2.7136100045739986,1.0138466642866668,3.220605876227008,1.3955309113158485
Pithoragarh,3.2933609851805428,3.769716776035513,1.4502050437912088,4.316686481545503,4.7
Tehri Dam,1.8016693529838221,2.695871910822423,0.9863338409196536,3.2103249734991652,1.3658793992703695
Bhimtal,1.8064628189496588,2.70040621058659,0.9999772861548649,3.2127684515878,1.380200643014152
Naukuchiatal,1.8017160494303288,2.6942584652384687,0.9976911701563321,3.204280870001593,1.3662532115963508
Jageshwar,1.794469745374779,2.6940830789475565,0.9861440304272253,3.2104205795381935,1.3763311501091855
Binsar,3.441157266173533,4.145101189885582,1.8076757154550467,4.694375204433027,4.7
Hemkund Sahib,3.707014597304072,4.6,2.867794040725453,4.6,3.803403196832062
Guptakashi,2.614251700040131,3.5420894210999445,0.4663284273402114,4.798182347631401,4.8
Pangot,4.7,4.7,4.7,4.5341910555900125,4.7
Sattal,1.8009404334732344,2.6960663257393764,0.9932727055483624,3.2094920911442837,1.3765218037206768
Chitrakote Falls,3.9442503904479755,4.9,3.713719550707507,4.522591260690953,3.765140883027189
Barnawapara Wildlife Sanctuary,1.0224294569708379,3.1891748650204508,4.8,2.568912938532933,1.6620730653080038
Kanger Valley National Park,1.8111974423958659,2.706580343271616,1.0016106543997325,3.2174595075017787,1.3888796342367424
Bhoramdeo Temple,3.472258925329638,4.8,3.5898888152251263,4.430900770705181,3.497748597671311
Rajim,2.768465205584147,4.291027631981836,2.7503425498906036,4.639200849471507,4.7
